date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:11:02	2532/2532	---MCZ	200	added ('OK')	text/plain	etag:W/%2266cf5807-1a3df%22	https://www.linkedin.com/robots.txt		(from https://ujjwl-145421854.hubspotpagebuilder.eu/blog/understanding-the-right-to-freedom-of-speech-today)
16:11:05	157/157	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2014%20Sep%202024%2010:41:04%20GMT	https://ponf.linkedin.com/pixel/tracking.png?reqid=c943f875-f5a8-4f39-8384-ac59893d0eb8&pageInstance=urn:li:page:checkpoint_lg_uasLogin;M8ZInivLQ4SnCMfywcLWcg==&js=disabled	C:/Users/91826/Desktop/clg/lfe/blog/blog/ponf.linkedin.com/pixel/tracking.32a8ae.delayed	(from https://www.linkedin.com/uas/login?session_redirect=https%3A%2F%2Fwww.linkedin.com%2FshareArticle%3Fmini%3Dtrue%26url%3Dhttps%3A%2F%2Fujjwl-145421854.hubspotpagebuilder.eu%2Fblog%2Funderstanding-the-right-to-freedom-of-speech-today)
16:11:06	578/578	---M-Z	200	added ('OK')	text/plain	date:Sat,%2014%20Sep%202024%2010:41:06%20UTC	https://x.com/robots.txt		(from https://ujjwl-145421854.hubspotpagebuilder.eu/blog/understanding-the-right-to-freedom-of-speech-today)
16:11:07	13160/13160	---M--	200	added ('OK')	image/png	etag:%229B3nYcSWUowyhlO4zEPeHw==%22	https://abs.twimg.com/responsive-web/client-web/icon-ios.77d25eba.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/abs.twimg.com/responsive-web/client-web/icon-ios.77d25eba.png	(from https://x.com/intent/tweet?url=https://ujjwl-145421854.hubspotpagebuilder.eu/blog/understanding-the-right-to-freedom-of-speech-today)
16:11:07	267/267	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2014%20Sep%202024%2010:41:07%20GMT	http://pinterest.com/robots.txt		(from https://ujjwl-145421854.hubspotpagebuilder.eu/blog/understanding-the-right-to-freedom-of-speech-today)
16:11:09	5769/5769	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/unHwF9CkMyM.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yL/r/unHwF9CkMyM.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/2TWTY1KrqXh.css?_nc_x=Ij3Wp8lg5Kz)
16:11:10	453/453	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yo/r/P5YOMZ2AvVl.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yo/r/P5YOMZ2AvVl.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/2TWTY1KrqXh.css?_nc_x=Ij3Wp8lg5Kz)
16:11:10	387/387	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/QmNowR8YIaT.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/y8/r/QmNowR8YIaT.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/2TWTY1KrqXh.css?_nc_x=Ij3Wp8lg5Kz)
16:11:10	1315/1315	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yH/r/xgVgalBG80z.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yH/r/xgVgalBG80z.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/2TWTY1KrqXh.css?_nc_x=Ij3Wp8lg5Kz)
16:11:11	280/280	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/18jcvVbseWI.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yd/r/18jcvVbseWI.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/2TWTY1KrqXh.css?_nc_x=Ij3Wp8lg5Kz)
16:11:11	4185/4185	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/ZQxGeuP1tWI.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yP/r/ZQxGeuP1tWI.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yl/l/0,cross/mmz31x_QAen.css?_nc_x=Ij3Wp8lg5Kz)
16:11:11	12515/12515	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yX/r/rzFRr25hmIl.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yX/r/rzFRr25hmIl.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yl/l/0,cross/mmz31x_QAen.css?_nc_x=Ij3Wp8lg5Kz)
16:11:12	3535/3535	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/YwPTeE82t1h.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yZ/r/YwPTeE82t1h.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yl/l/0,cross/mmz31x_QAen.css?_nc_x=Ij3Wp8lg5Kz)
16:11:13	90/90	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y9/r/y7MG8IZpiC8.gif	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/y9/r/y7MG8IZpiC8.gif	(from https://static.xx.fbcdn.net/rsrc.php/v3/yl/l/0,cross/mmz31x_QAen.css?_nc_x=Ij3Wp8lg5Kz)
16:11:13	95/95	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/O7nelmd9XSI.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yU/r/O7nelmd9XSI.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yl/l/0,cross/mmz31x_QAen.css?_nc_x=Ij3Wp8lg5Kz)
16:11:13	350/350	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/PmjSkvyqVM-.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yu/r/PmjSkvyqVM-.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yl/l/0,cross/mmz31x_QAen.css?_nc_x=Ij3Wp8lg5Kz)
16:11:13	696/696	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/6oZO5zjhedE.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yg/r/6oZO5zjhedE.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yl/l/0,cross/mmz31x_QAen.css?_nc_x=Ij3Wp8lg5Kz)
16:11:14	260/260	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yn/r/J-J3z0h9x9f.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yn/r/J-J3z0h9x9f.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:14	2655/2655	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/DU5Q_QUkI6j.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yG/r/DU5Q_QUkI6j.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:14	908/908	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y_/r/OtEu13IEiXA.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/y_/r/OtEu13IEiXA.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:14	1259/1259	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/wIYevr-0SLd.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/ym/r/wIYevr-0SLd.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:15	2929/2929	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yY/r/AMjdqIrG0lM.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yY/r/AMjdqIrG0lM.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:15	210/210	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yv/r/XcPIROjSoOw.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yv/r/XcPIROjSoOw.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:16	548/548	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yD/r/MKQzjVd1bVq.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yD/r/MKQzjVd1bVq.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:16	548/548	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/lHmjAzNKBcg.png	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yA/r/lHmjAzNKBcg.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:16	517/517	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y-/r/AGUNXgX_Wx3.gif	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/y-/r/AGUNXgX_Wx3.gif	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:17	1894/1894	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/b53Ajb4ihCP.gif	C:/Users/91826/Desktop/clg/lfe/blog/blog/static.xx.fbcdn.net/rsrc.php/v3/yG/r/b53Ajb4ihCP.gif	(from https://static.xx.fbcdn.net/rsrc.php/v3/y9/l/0,cross/er7eLHf08R9.css?_nc_x=Ij3Wp8lg5Kz)
16:11:18	58931/58931	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:18%20GMT	https://www.facebook.com/share_channel/Edg/	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/Edg/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/V2jz_gSOAop.js?_nc_x=Ij3Wp8lg5Kz)
16:11:18	59033/59033	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:18%20GMT	https://www.facebook.com/share_channel/Firefox/	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/Firefox/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/V2jz_gSOAop.js?_nc_x=Ij3Wp8lg5Kz)
16:11:18	58977/58977	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:18%20GMT	https://www.facebook.com/share_channel/CriOS/	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/CriOS/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/V2jz_gSOAop.js?_nc_x=Ij3Wp8lg5Kz)
16:11:19	59005/59005	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:18%20GMT	https://www.facebook.com/share_channel/Chrome/	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/Chrome/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/V2jz_gSOAop.js?_nc_x=Ij3Wp8lg5Kz)
16:11:19	58892/58892	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:18%20GMT	https://www.facebook.com/share_channel/GET	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/GET	(from https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/V2jz_gSOAop.js?_nc_x=Ij3Wp8lg5Kz)
16:11:23	59001/59001	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:19%20GMT	https://www.facebook.com/share_channel/Safari/	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/Safari/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/V2jz_gSOAop.js?_nc_x=Ij3Wp8lg5Kz)
16:11:24	59313/59313	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:19%20GMT	https://www.facebook.com/share_channel/chrome-extension://	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/chrome-extension_/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/V2jz_gSOAop.js?_nc_x=Ij3Wp8lg5Kz)
16:11:24	59026/59026	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:19%20GMT	https://www.facebook.com/share_channel/Version/	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/Version/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/V2jz_gSOAop.js?_nc_x=Ij3Wp8lg5Kz)
16:11:24	59214/59214	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:19%20GMT	https://www.facebook.com/share_channel/^([^:/?	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/^([^_/indexd41d.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/V2jz_gSOAop.js?_nc_x=Ij3Wp8lg5Kz)
16:11:24	60372/60372	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:23%20GMT	https://www.facebook.com/share_channel/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3ij9m4/yp/l/en_GB/-YM6xHK3ujE.js?_nc_x=Ij3Wp8lg5Kz)
16:11:25	58886/58886	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:24%20GMT	https://www.facebook.com/share_channel/l/	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/l/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yQ/r/cVK90h5GB2a.js?_nc_x=Ij3Wp8lg5Kz)
16:11:25	59038/59038	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2010:41:24%20GMT	https://www.facebook.com/share_channel/Style.set	C:/Users/91826/Desktop/clg/lfe/blog/blog/www.facebook.com/share_channel/Style.set	(from https://static.xx.fbcdn.net/rsrc.php/v3/yQ/r/cVK90h5GB2a.js?_nc_x=Ij3Wp8lg5Kz)
16:11:25	0/-1	---M--	502	error ('')			https://ponf.linkedin.com/pixel/tracking.png?reqid=c943f875-f5a8-4f39-8384-ac59893d0eb8&pageInstance=urn:li:page:checkpoint_lg_uasLogin;M8ZInivLQ4SnCMfywcLWcg==&js=disabled	C:/Users/91826/Desktop/clg/lfe/blog/blog/ponf.linkedin.com/pixel/trackinga8ae.html	(from https://www.linkedin.com/uas/login?session_redirect=https%3A%2F%2Fwww.linkedin.com%2FshareArticle%3Fmini%3Dtrue%26url%3Dhttps%3A%2F%2Fujjwl-145421854.hubspotpagebuilder.eu%2Fblog%2Funderstanding-the-right-to-freedom-of-speech-today)
16:11:25	0/-1	---M--	502	error ('')			https://ponf.linkedin.com/pixel/tracking.png?reqid=c943f875-f5a8-4f39-8384-ac59893d0eb8&pageInstance=urn:li:page:checkpoint_lg_uasLogin;M8ZInivLQ4SnCMfywcLWcg==&js=disabled	C:/Users/91826/Desktop/clg/lfe/blog/blog/ponf.linkedin.com/pixel/trackinga8ae.html	(from https://www.linkedin.com/uas/login?session_redirect=https%3A%2F%2Fwww.linkedin.com%2FshareArticle%3Fmini%3Dtrue%26url%3Dhttps%3A%2F%2Fujjwl-145421854.hubspotpagebuilder.eu%2Fblog%2Funderstanding-the-right-to-freedom-of-speech-today)
